"Województwo","Powiat","Gmina","Teryt","L.uprawnionych.do.głosowania","L.kart.wydanych","L.głosów.oddanych","L.głosów.ważnych","Lech.Aleksander.KACZYŃSKI","Donald.Franciszek.TUSK"
"małopolskie","Suski","Maków Podhalański, gm.","121506",12372,7106,7106,7074,4848,2226
"małopolskie","Suski","Stryszawa, gm.","121507",9087,5043,5041,4989,3519,1470
"małopolskie","Suski","Sucha Beskidzka, m.","121502",7752,4337,4336,4299,2300,1999
"małopolskie","Suski","Zawoja, gm.","121508",6839,3628,3626,3592,2416,1176
"małopolskie","Suski","Zembrzyce, gm.","121509",4209,2324,2324,2300,1433,867
"małopolskie","tarnowski","Ciężkowice, gm.","121601",8296,4053,4053,4010,3094,916
"małopolskie","tarnowski","Gromnik, gm.","121602",6228,3359,3359,3341,2829,512
"małopolskie","tarnowski","Lisia Góra, gm.","121603",9896,5757,5757,5729,4573,1156
"małopolskie","tarnowski","Pleśna, gm.","121604",8458,4572,4572,4542,3442,1100
"małopolskie","tarnowski","Radłów, gm.","121605",7382,3716,3712,3691,2828,863
"małopolskie","tarnowski","Ryglice, gm.","121606",8391,4536,4536,4492,3635,857
"małopolskie","tarnowski","Rzepiennik Strzyżewski, gm.","121607",5107,2777,2777,2762,2264,498
"małopolskie","tarnowski","Skrzyszów, gm.","121608",9512,5093,5093,5046,3792,1254
"małopolskie","tarnowski","Szerzyny, gm.","121616",6271,3226,3226,3190,2561,629
"małopolskie","tarnowski","Tarnów, gm.","121609",16853,9751,9750,9691,6919,2772
"małopolskie","tarnowski","Tuchów, gm.","121610",13311,7724,7724,7683,5999,1684
"małopolskie","tarnowski","Wierzchosławice, gm.","121611",8080,4518,4518,4491,3328,1163
"małopolskie","tarnowski","Wietrzychowice, gm.","121612",3268,1610,1610,1591,1225,366
"małopolskie","tarnowski","Wojnicz, gm.","121613",9698,5285,5282,5255,3972,1283
"małopolskie","tarnowski","Zakliczyn, gm.","121614",9064,4546,4544,4509,3572,937
"małopolskie","tarnowski","Żabno, gm.","121615",14336,7605,7601,7550,5659,1891
"małopolskie","tatrzański","Biały Dunajec, gm.","121702",5210,2520,2516,2504,1840,664
"małopolskie","tatrzański","Bukowina Tatrzańska, gm.","121703",9257,5064,5063,5030,3525,1505
"małopolskie","tatrzański","Kościelisko, gm.","121704",6045,2968,2968,2946,1782,1164
"małopolskie","tatrzański","Poronin, gm.","121705",7980,4055,4054,4037,2446,1591
"małopolskie","tatrzański","Zakopane, m.","121701",24031,14314,14310,14216,6860,7356
"małopolskie","wadowicki","Andrychów, gm.","121801",33969,19866,19851,19686,12185,7501
"małopolskie","wadowicki","Brzeźnica, gm.","121802",7666,3846,3845,3817,2561,1256
"małopolskie","wadowicki","Kalwaria Zebrzydowska, gm.","121803",14644,8395,8388,8353,4997,3356
"małopolskie","wadowicki","Lanckorona, gm.","121804",4399,2146,2146,2130,1321,809
"małopolskie","wadowicki","Mucharz, gm.","121805",2933,1506,1506,1494,963,531
"małopolskie","wadowicki","Spytkowice, gm.","121806",7058,3722,3720,3701,2533,1168
"małopolskie","wadowicki","Stryszów, gm.","121807",5171,2670,2669,2652,1689,963
"małopolskie","wadowicki","Tomice, gm.","121808",5386,2870,2870,2846,1797,1049
"małopolskie","wadowicki","Wadowice, gm.","121809",29598,16972,16970,16821,9403,7418
"małopolskie","wadowicki","Wieprz, gm.","121810",8528,4919,4919,4891,3659,1232
"małopolskie","wielicki","Biskupice, gm.","121901",6319,3631,3629,3598,2608,990
"małopolskie","wielicki","Gdów, gm.","121902",11887,6252,6251,6218,4191,2027
"małopolskie","wielicki","Kłaj, gm.","121903",7504,4189,4189,4161,2406,1755
"małopolskie","wielicki","Niepołomice, gm.","121904",16704,9220,9215,9143,5520,3623
"małopolskie","wielicki","Wieliczka, gm.","121905",36943,20752,20749,20622,11298,9324
"małopolskie","Kraków","Kraków, m.","126101",598865,374154,374037,371232,165936,205296
"małopolskie","Nowy Sącz","Nowy Sącz, m.","126201",65548,39583,39562,39242,24061,15181
"małopolskie","Tarnów","Tarnów, m.","126301",95222,52953,52943,52466,29043,23423
"mazowieckie","białobrzeski","Białobrzegi, gm.","140101",8173,4100,4099,4063,2530,1533
"mazowieckie","białobrzeski","Promna, gm.","140102",4531,2089,2089,2071,1739,332
"mazowieckie","białobrzeski","Radzanów, gm.","140103",2928,1508,1508,1500,1286,214
"mazowieckie","białobrzeski","Stara Błotnica, gm.","140104",3797,1831,1831,1814,1576,238
"mazowieckie","białobrzeski","Stromiec, gm.","140105",4255,1856,1856,1834,1458,376
"mazowieckie","białobrzeski","Wyśmierzyce, gm.","140106",2211,1058,1058,1052,932,120
"mazowieckie","ciechanowski","Ciechanów, gm.","140202",4610,1798,1798,1788,1325,463
"mazowieckie","ciechanowski","Ciechanów, m.","140201",36994,18391,18385,18140,10580,7560
"mazowieckie","ciechanowski","Glinojeck, gm.","140203",6355,2240,2240,2217,1460,757
"mazowieckie","ciechanowski","Gołymin-Ośrodek, gm.","140204",3193,1282,1282,1267,1063,204
"mazowieckie","ciechanowski","Grudusk, gm.","140205",3136,1463,1462,1451,1184,267
"mazowieckie","ciechanowski","Ojrzeń, gm.","140206",3405,1447,1446,1434,1157,277
"mazowieckie","ciechanowski","Opinogóra Górna, gm.","140207",4605,1819,1819,1794,1452,342
"mazowieckie","ciechanowski","Regimin, gm.","140208",3864,1467,1467,1450,1119,331
"mazowieckie","ciechanowski","Sońsk, gm.","140209",6246,2743,2743,2720,2104,616
"mazowieckie","garwoliński","Borowie, gm.","140303",3899,1957,1957,1936,1637,299
"mazowieckie","garwoliński","Garwolin, gm.","140304",8968,4685,4685,4646,3326,1320
"mazowieckie","garwoliński","Garwolin, m.","140301",12871,7576,7572,7500,4578,2922
"mazowieckie","garwoliński","Górzno, gm.","140305",4658,2666,2666,2660,2168,492
"mazowieckie","garwoliński","Łaskarzew, gm.","140306",3990,2069,2069,2045,1634,411
"mazowieckie","garwoliński","Łaskarzew, m.","140302",3799,2107,2107,2085,1533,552
"mazowieckie","garwoliński","Maciejowice, gm.","140307",5833,2801,2801,2785,2202,583
"mazowieckie","garwoliński","Miastków Kościelny, gm.","140308",3997,2185,2185,2171,1784,387
"mazowieckie","garwoliński","Parysów, gm.","140309",3040,1533,1533,1516,1270,246
"mazowieckie","garwoliński","Pilawa, gm.","140310",7930,4108,4108,4079,2845,1234
"mazowieckie","garwoliński","Sobolew, gm.","140311",6315,3221,3221,3201,2565,636
"mazowieckie","garwoliński","Trojanów, gm.","140312",6028,3249,3249,3215,2771,444
"mazowieckie","garwoliński","Wilga, gm.","140313",4061,1929,1929,1910,1321,589
"mazowieckie","garwoliński","Żelechów, gm.","140314",6555,3354,3354,3324,2618,706
"mazowieckie","gostyniński","Gostynin, gm.","140402",9434,3700,3700,3655,2763,892
"mazowieckie","gostyniński","Gostynin, m.","140401",15671,7598,7598,7486,4567,2919
"mazowieckie","gostyniński","Pacyna, gm.","140403",3273,1420,1420,1403,1183,220
"mazowieckie","gostyniński","Sanniki, gm.","140404",5175,2160,2160,2143,1796,347
"mazowieckie","gostyniński","Szczawin Kośc., gm.","140405",4170,1628,1628,1605,1312,293
"mazowieckie","grodziski","Baranów, gm.","140503",3765,1677,1677,1658,1207,451
"mazowieckie","grodziski","Grodzisk Mazowiecki, gm.","140504",30060,16943,16941,16809,8855,7954
"mazowieckie","grodziski","Jaktorów, gm.","140505",7494,3906,3901,3880,2267,1613
"mazowieckie","grodziski","Milanówek, m.","140501",12564,7789,7784,7732,3533,4199
"mazowieckie","grodziski","Podkowa Leśna, m.","140502",3151,2254,2252,2231,807,1424
"mazowieckie","grodziski","Żabia Wola, gm.","140506",4762,2318,2318,2301,1442,859
"mazowieckie","grójecki","Belsk Duży, gm.","140601",5268,2563,2560,2532,1979,553
"mazowieckie","grójecki","Błędów, gm.","140602",6451,2947,2944,2906,2434,472
"mazowieckie","grójecki","Chynów, gm.","140603",7229,3453,3452,3427,2581,846
"mazowieckie","grójecki","Goszczyn, gm.","140604",2274,1173,1172,1164,1028,136
"mazowieckie","grójecki","Grójec, gm.","140605",18821,9035,9033,8941,5115,3826
"mazowieckie","grójecki","Jasieniec, gm.","140606",4236,1785,1785,1767,1420,347
"mazowieckie","grójecki","Mogielnica, gm.","140607",7478,3526,3526,3487,2786,701
"mazowieckie","grójecki","Nowe Miasto nad Pilicą, gm.","140608",7245,3782,3782,3742,3042,700
"mazowieckie","grójecki","Pniewy, gm.","140609",3514,1634,1634,1624,1329,295
"mazowieckie","grójecki","Warka, gm.","140611",14870,7365,7364,7311,5266,2045
"mazowieckie","kozienicki","Garbatka-Letnisko, gm.","140701",4617,2240,2239,2222,1475,747
"mazowieckie","kozienicki","Głowaczów, gm.","140702",5994,2750,2749,2731,2272,459
"mazowieckie","kozienicki","Gniewoszów, gm.","140703",3439,1509,1508,1495,1172,323
"mazowieckie","kozienicki","Grabów nad Pilicą, gm.","140704",2980,1308,1307,1302,1070,232
"mazowieckie","kozienicki","Kozienice, gm.","140705",25515,12675,12675,12522,8796,3726
"mazowieckie","kozienicki","Magnuszew, gm.","140706",5116,2458,2458,2438,1953,485
"mazowieckie","kozienicki","Sieciechów, gm.","140707",3264,1518,1518,1501,1187,314
"mazowieckie","legionowski","Jabłonna, gm.","140802",9075,5739,5737,5685,2651,3034
"mazowieckie","legionowski","Legionowo, m.","140801",40366,24274,24272,24054,11936,12118
"mazowieckie","legionowski","Nieporęt, gm.","140803",9658,5681,5681,5629,2948,2681
"mazowieckie","legionowski","Serock, gm.","140804",8626,4287,4286,4241,2356,1885
"mazowieckie","legionowski","Wieliszew, gm.","140805",6398,3438,3437,3400,1999,1401
"mazowieckie","lipski","Chotcza, gm.","140901",2244,714,714,710,571,139
"mazowieckie","lipski","Ciepielów, gm.","140902",4681,1901,1901,1866,1470,396
"mazowieckie","lipski","Lipsko, gm.","140903",9872,3860,3860,3829,2733,1096
"mazowieckie","lipski","Rzeczniów, gm.","140904",3875,1598,1598,1578,1296,282
"mazowieckie","lipski","Sienno, gm.","140905",5213,1955,1954,1939,1518,421
"mazowieckie","lipski","Solec nad Wisłą, gm.","140906",4689,1527,1526,1505,995,510
"mazowieckie","łosicki","Huszlew, gm.","141001",2501,1268,1268,1256,1113,143
"mazowieckie","łosicki","Łosice, gm.","141002",8947,4564,4563,4500,3320,1180
"mazowieckie","łosicki","Olszanka, gm.","141003",2562,1368,1368,1359,1239,120
"mazowieckie","łosicki","Platerów, gm.","141004",4209,1973,1973,1961,1587,374
"mazowieckie","łosicki","Sarnaki, gm.","141005",4293,2030,2030,2008,1616,392
"mazowieckie","łosicki","Stara Kornica, gm.","141006",3918,2071,2069,2052,1794,258
"mazowieckie","makowski","Czerwonka, gm.","141102",2045,893,893,886,779,107
"mazowieckie","makowski","Karniewo, gm.","141103",4116,1831,1831,1806,1539,267
"mazowieckie","makowski","Krasnosielc, gm.","141104",5216,2295,2295,2267,1686,581
"mazowieckie","makowski","Maków Mazowiecki, m.","141101",8179,3695,3693,3649,2308,1341
"mazowieckie","makowski","Młynarze, gm.","141105",1369,665,665,658,561,97
"mazowieckie","makowski","Płoniawy-Bramura, gm.","141106",4679,1989,1989,1970,1657,313
"mazowieckie","makowski","Różan, gm.","141107",3631,1558,1558,1550,1184,366
"mazowieckie","makowski","Rzewnie, gm.","141108",2198,1088,1088,1078,950,128
"mazowieckie","makowski","Sypniewo, gm.","141109",2845,1411,1411,1398,1176,222
"mazowieckie","makowski","Szelków, gm.","141110",2994,1418,1418,1398,1175,223
"mazowieckie","miński","Cegłów, gm.","141204",5112,2558,2557,2487,1527,960
"mazowieckie","miński","Dębe Wielkie, gm.","141205",6335,3210,3210,3158,2188,970
"mazowieckie","miński","Dobre, gm.","141206",4681,2013,2013,1962,1465,497
"mazowieckie","miński","Halinów, gm.","141207",9026,5221,5221,5158,3248,1910
"mazowieckie","miński","Jakubów, gm.","141208",3810,1796,1795,1759,1408,351
"mazowieckie","miński","Kałuszyn, gm.","141209",4742,2357,2357,2321,1692,629
"mazowieckie","miński","Latowicz, gm.","141210",4374,1806,1805,1771,1410,361
"mazowieckie","miński","Mińsk Mazowiecki, gm.","141211",9601,4864,4863,4808,3211,1597
"mazowieckie","miński","Mińsk Mazowiecki, m.","141201",29413,17051,17048,16829,8536,8293
"mazowieckie","miński","Mrozy, gm.","141212",6997,3257,3256,3227,2176,1051
"mazowieckie","miński","Siennica, gm.","141213",5378,2331,2331,2290,1536,754
"mazowieckie","miński","Stanisławów, gm.","141214",4843,2428,2428,2398,1811,587
"mazowieckie","miński","Sulejówek, m.","141215",14431,9163,9161,9089,4962,4127
"mazowieckie","mławski","Dzierzgowo, gm.","141302",2750,1037,1037,1032,854,178
"mazowieckie","mławski","Lipowiec Kościelny, gm.","141303",3814,1394,1394,1386,1024,362
"mazowieckie","mławski","Mława, m.","141301",24018,11166,11165,11038,6430,4608
"mazowieckie","mławski","Radzanów, gm.","141304",2825,1282,1282,1262,1006,256
"mazowieckie","mławski","Strzegowo, gm.","141305",6310,2579,2579,2552,1959,593
"mazowieckie","mławski","Stupsk, gm.","141306",3947,1618,1618,1600,1238,362
"mazowieckie","mławski","Szreńsk, gm.","141307",3467,1381,1381,1359,1036,323
"mazowieckie","mławski","Szydłowo, gm.","141308",3623,1397,1397,1371,1036,335
"mazowieckie","mławski","Wieczfnia Kościelna, gm.","141309",3191,1298,1298,1285,1039,246
"mazowieckie","mławski","Wiśniewo, gm.","141310",4016,1638,1638,1610,1207,403
"mazowieckie","nowodworski","Czosnów, gm.","141402",7029,3700,3700,3650,2208,1442
"mazowieckie","nowodworski","Leoncin, gm.","141403",4017,1956,1956,1937,1385,552
"mazowieckie","nowodworski","Nasielsk, gm.","141404",14832,6639,6639,6585,4680,1905
"mazowieckie","nowodworski","Nowy Dwór Mazowiecki, m.","141401",21947,11251,11251,11110,5692,5418
"mazowieckie","nowodworski","Pomiechówek, gm.","141405",6948,3605,3604,3574,2356,1218
"mazowieckie","nowodworski","Zakroczym, gm.","141406",4904,2102,2102,2078,1336,742
"mazowieckie","ostrołęcki","Baranowo, gm.","141501",5349,2284,2284,2272,1642,630
"mazowieckie","ostrołęcki","Czarnia, gm.","141502",2054,809,809,799,641,158
"mazowieckie","ostrołęcki","Czerwin, gm.","141503",4212,1946,1946,1926,1744,182
"mazowieckie","ostrołęcki","Goworowo, gm.","141504",6967,2640,2640,2614,2146,468
"mazowieckie","ostrołęcki","Kadzidło, gm.","141505",8188,3751,3751,3723,2799,924
"mazowieckie","ostrołęcki","Lelis, gm.","141506",5983,3034,3034,2987,2422,565
"mazowieckie","ostrołęcki","Łyse, gm.","141507",6084,2363,2363,2349,1695,654
"mazowieckie","ostrołęcki","Myszyniec, gm.","141508",7942,3616,3616,3573,2730,843
"mazowieckie","ostrołęcki","Olszewo-Borki, gm.","141509",6803,3375,3375,3346,2473,873
"mazowieckie","ostrołęcki","Rzekuń, gm.","141510",6556,3150,3150,3133,2430,703
"mazowieckie","ostrołęcki","Troszyn, gm.","141511",3936,1941,1941,1926,1680,246
"mazowieckie","ostrowski","Andrzejewo, gm.","141602",3557,1940,1940,1920,1797,123
"mazowieckie","ostrowski","Boguty-Pianki, gm.","141603",2310,1383,1383,1371,1270,101
"mazowieckie","ostrowski","Brok, gm.","141604",2275,1226,1226,1221,893,328
"mazowieckie","ostrowski","Małkinia Górna, gm.","141605",9702,4837,4837,4799,3752,1047
"mazowieckie","ostrowski","Nur, gm.","141606",2695,1487,1487,1482,1334,148
"mazowieckie","ostrowski","Ostrów Mazowiecka, gm.","141607",9728,4527,4527,4502,3670,832
"mazowieckie","ostrowski","Ostrów Mazowiecka, m.","141601",17975,8653,8651,8580,5860,2720
"mazowieckie","ostrowski","Stary Lubotyń, gm.","141608",3060,1513,1513,1499,1375,124
"mazowieckie","ostrowski","Szulborze Wielkie, gm.","141609",1518,778,778,765,697,68
"mazowieckie","ostrowski","Wąsewo, gm.","141610",3631,1515,1515,1506,1234,272
"mazowieckie","ostrowski","Zaręby Kościelne, gm.","141611",3114,1559,1559,1546,1371,175
"mazowieckie","otwocki","Celestynów, gm.","141703",8495,5268,5268,5216,3453,1763
"mazowieckie","otwocki","Józefów, m.","141701",13175,8852,8849,8792,4320,4472
"mazowieckie","otwocki","Karczew, gm.","141704",12629,7460,7460,7394,4544,2850
"mazowieckie","otwocki","Kołbiel, gm.","141705",6230,3260,3260,3236,2364,872
"mazowieckie","otwocki","Osieck, gm.","141706",2754,1512,1512,1502,1199,303
"mazowieckie","otwocki","Otwock, m.","141702",34134,21274,21271,21088,11478,9610
"mazowieckie","otwocki","Sobienie-Jeziory, gm.","141707",4902,2422,2422,2390,1748,642
"mazowieckie","otwocki","Wiązowna, gm.","141708",6995,4160,4160,4131,2570,1561
"mazowieckie","piaseczyński","Góra Kalwaria, gm.","141801",18923,9380,9374,9291,5287,4004
"mazowieckie","piaseczyński","Konstancin-Jeziorna, gm.","141802",18897,11713,11709,11613,5578,6035
"mazowieckie","piaseczyński","Lesznowola, gm.","141803",11409,7309,7306,7263,3404,3859
"mazowieckie","piaseczyński","Piaseczno, gm.","141804",43643,28287,28277,28057,11698,16359
"mazowieckie","piaseczyński","Prażmów, gm.","141805",6179,3163,3163,3125,1854,1271
"mazowieckie","piaseczyński","Tarczyn, gm.","141806",8174,4322,4322,4274,2914,1360
"mazowieckie","płocki","Bielsk, gm.","141901",6714,2844,2840,2816,2184,632
"mazowieckie","płocki","Bodzanów, gm.","141902",6533,2557,2557,2533,1970,563
"mazowieckie","płocki","Brudzeń Duży, gm.","141903",5901,2465,2463,2443,1910,533
"mazowieckie","płocki","Bulkowo, gm.","141904",4625,1885,1885,1873,1635,238
"mazowieckie","płocki","Drobin, gm.","141905",6614,2215,2215,2188,1579,609
"mazowieckie","płocki","Gąbin, gm.","141906",8525,3900,3900,3869,2882,987
"mazowieckie","płocki","Łąck, gm.","141907",3835,1608,1608,1592,1124,468
"mazowieckie","płocki","Mała Wieś, gm.","141908",4983,1767,1766,1742,1340,402
"mazowieckie","płocki","Nowy Duninów, gm.","141909",3021,1213,1213,1201,816,385
"mazowieckie","płocki","Radzanowo, gm.","141910",5455,2269,2269,2244,1706,538
"mazowieckie","płocki","Słubice, gm.","141911",3609,1578,1577,1565,1292,273
"mazowieckie","płocki","Słupno, gm.","141912",4007,1915,1914,1893,1189,704
"mazowieckie","płocki","Stara Biała, gm.","141913",7284,3290,3288,3260,2315,945
"mazowieckie","płocki","Staroźreby, gm.","141914",5768,2317,2317,2299,1873,426
"mazowieckie","płocki","Wyszogród, gm.","141915",4798,1819,1819,1805,1270,535
"mazowieckie","płoński","Baboszewo, gm.","142003",6209,2596,2596,2578,2066,512
"mazowieckie","płoński","Czerwińsk nad Wisłą, gm.","142004",6314,2355,2354,2340,1886,454
"mazowieckie","płoński","Dzierzążnia, gm.","142005",3054,1218,1218,1208,1040,168
"mazowieckie","płoński","Joniec, gm.","142006",2057,899,899,896,702,194
"mazowieckie","płoński","Naruszewo, gm.","142007",5346,1776,1776,1768,1438,330
"mazowieckie","płoński","Nowe Miasto, gm.","142008",3789,1590,1590,1561,1097,464
"mazowieckie","płoński","Płońsk, gm.","142009",5409,1899,1899,1879,1411,468
"mazowieckie","płoński","Płońsk, m.","142001",18094,8893,8890,8804,5198,3606
"mazowieckie","płoński","Raciąż, gm.","142010",7039,2529,2529,2510,2127,383
"mazowieckie","płoński","Raciąż, m.","142002",3643,1804,1804,1789,1144,645
"mazowieckie","płoński","Sochocin, gm.","142011",4652,1872,1872,1864,1385,479
"mazowieckie","płoński","Załuski, gm.","142012",4319,1663,1663,1652,1387,265
"mazowieckie","pruszkowski","Brwinów, gm.","142103",16500,10177,10171,10078,4866,5212
"mazowieckie","pruszkowski","Michałowice, gm.","142104",11524,7789,7788,7719,3263,4456
"mazowieckie","pruszkowski","Nadarzyn, gm.","142105",7322,4301,4300,4266,2189,2077
"mazowieckie","pruszkowski","Piastów, m.","142101",18891,12126,12113,12031,6242,5789
"mazowieckie","pruszkowski","Pruszków, m.","142102",44302,27145,27137,26929,13169,13760
"mazowieckie","pruszkowski","Raszyn, gm.","142106",15254,9701,9699,9629,5432,4197
"mazowieckie","przasnyski","Chorzele, gm.","142202",8030,3523,3523,3500,2476,1024
"mazowieckie","przasnyski","Czernice Borowe, gm.","142203",3115,1344,1344,1329,1070,259
